customer_id,event_date,event_type,event_id,order_value,ticket_category
SC-100278,2022-11-18,login,E-4643681,,
SC-100279,2023-01-22,page_view,E-8547376,,
SC-100279,2023-07-10,login,E-1104120,,
SC-100279,2023-09-24,login,E-9660479,,
SC-100279,2022-09-11,support_ticket,E-6008755,,billing
SC-100279,2023-05-31,support_ticket,E-8475608,,account
SC-100279,2023-09-28,support_ticket,E-8784253,,billing
SC-100279,2023-09-30,login,E-5283179,,
SC-100279,2023-12-07,login,E-5022033,,
SC-100279,2023-09-27,login,E-9542262,,
SC-100279,2022-09-27,login,E-1818718,,
SC-100279,2022-09-03,page_view,E-6392204,,
SC-100279,2022-12-09,page_view,E-5923563,,
SC-100279,2022-09-26,login,E-6912351,,
SC-100279,2023-07-19,page_view,E-1350536,,
SC-100279,2023-08-25,login,E-3602185,,
SC-100279,2022-12-29,page_view,E-8707105,,
SC-100279,2023-07-24,page_view,E-2288844,,
SC-100279,2023-05-10,page_view,E-3103181,,
SC-100279,2022-08-13,login,E-8978066,,
SC-100279,2023-04-28,order,E-1918471,58.84,
SC-100279,2023-05-24,page_view,E-8486934,,
SC-100279,2023-10-18,page_view,E-8508299,,
SC-100279,2023-01-11,login,E-8587865,,
SC-100279,2023-10-08,page_view,E-6282057,,
SC-100279,2022-10-03,login,E-7531955,,
SC-100279,2023-03-20,page_view,E-1445109,,
SC-100279,2023-09-16,support_ticket,E-8620902,,product
SC-100279,2022-07-17,login,E-6393668,,
SC-100279,2023-12-18,login,E-3031176,,
SC-100279,2022-11-14,login,E-3975694,,
SC-100279,2023-10-02,login,E-7859960,,
SC-100279,2022-11-04,login,E-8288355,,
SC-100279,2023-01-12,login,E-8899354,,
SC-100279,2023-05-01,page_view,E-2084611,,
SC-100279,2024-01-10,order,E-5929329,19.86,
SC-100279,2022-07-10,page_view,E-6079714,,
SC-100279,2023-07-02,page_view,E-2680739,,
SC-100279,2022-08-10,login,E-6184220,,
SC-100279,2023-06-13,login,E-1921544,,
SC-100279,2023-08-22,login,E-2007325,,
SC-100279,2023-10-05,page_view,E-2674429,,
SC-100279,2023-01-12,login,E-8054939,,
SC-100279,2022-08-02,email_open,E-7149594,,
SC-100279,2023-01-10,email_open,E-3533002,,
SC-100279,2022-07-01,email_open,E-1848957,,
SC-100279,2023-08-15,login,E-7795905,,
SC-100279,2023-03-11,page_view,E-6103765,,
SC-100279,2023-02-21,login,E-2651150,,
SC-100279,2022-12-05,order,E-3549086,23.37,
SC-100279,2022-09-01,support_ticket,E-8002099,,product
SC-100279,2022-10-31,page_view,E-2612070,,
SC-100279,2022-08-17,login,E-9015409,,
SC-100279,2023-03-15,page_view,E-3038838,,
SC-100279,2023-07-27,login,E-7233937,,
SC-100279,2022-08-30,login,E-3133806,,
SC-100279,2023-04-09,page_view,E-2820054,,
SC-100279,2023-09-13,login,E-6069291,,
SC-100279,2023-08-11,page_view,E-4482017,,
SC-100279,2023-11-27,page_view,E-3674377,,
SC-100279,2023-01-13,login,E-5935580,,
SC-100279,2023-02-28,login,E-9208966,,
SC-100279,2022-12-13,email_open,E-8972292,,
SC-100279,2022-08-02,page_view,E-7203432,,
SC-100279,2022-09-10,login,E-3465898,,
SC-100279,2023-08-20,page_view,E-9061764,,
SC-100279,2023-05-24,order,E-9536516,42.87,
SC-100279,2023-04-08,order,E-5294402,29.99,
SC-100279,2022-11-23,login,E-1393031,,
SC-100279,2022-12-28,page_view,E-1576318,,
SC-100279,2023-05-31,login,E-7381848,,
SC-100279,2023-08-11,page_view,E-3237933,,
SC-100279,2023-10-14,email_open,E-7686822,,
SC-100279,2023-10-07,login,E-4699056,,
SC-100279,2023-12-08,page_view,E-2338984,,
SC-100279,2022-11-19,email_open,E-1829588,,
SC-100279,2023-08-29,page_view,E-7617138,,
SC-100279,2023-06-06,order,E-7488034,44.45,
SC-100279,2024-01-13,login,E-6981831,,
SC-100279,2023-07-11,email_open,E-9163757,,
SC-100279,2022-06-18,page_view,E-6369186,,
SC-100279,2024-01-03,login,E-2850051,,
SC-100279,2022-12-28,login,E-4712029,,
SC-100279,2022-08-26,login,E-7267783,,
SC-100279,2022-11-03,login,E-4647817,,
SC-100279,2023-05-05,login,E-9794050,,
SC-100279,2023-04-28,page_view,E-3348783,,
SC-100279,2022-06-22,support_ticket,E-9650238,,shipping
SC-100279,2022-11-09,email_open,E-3351485,,
SC-100279,2023-09-20,page_view,E-3986538,,
SC-100279,2022-11-06,email_open,E-3210268,,
SC-100279,2023-11-01,login,E-2439878,,
SC-100280,2024-01-05,support_ticket,E-7276935,,account
SC-100280,2023-12-29,login,E-9179513,,
SC-100280,2024-01-08,login,E-4664522,,
SC-100280,2024-01-03,page_view,E-6963013,,
SC-100280,2024-01-11,page_view,E-8938579,,
SC-100281,2024-01-12,email_open,E-5850985,,
SC-100281,2023-11-27,login,E-1658765,,
SC-100281,2023-12-25,page_view,E-5811281,,
SC-100281,2023-12-05,page_view,E-8102044,,
SC-100281,2024-01-06,email_open,E-6258669,,
SC-100281,2023-12-25,page_view,E-3686222,,
SC-100281,2024-01-06,page_view,E-5294416,,
SC-100281,2024-01-03,login,E-2565085,,
SC-100281,2023-12-03,login,E-3636468,,
SC-100282,2023-09-16,page_view,E-7127619,,
SC-100282,2023-11-01,login,E-1845596,,
SC-100282,2023-10-25,login,E-8806699,,
SC-100282,2023-12-23,login,E-5751320,,
SC-100282,2023-10-19,login,E-9566951,,
SC-100282,2023-12-12,support_ticket,E-4035655,,shipping
SC-100282,2023-11-01,email_open,E-7849844,,
SC-100282,2023-12-05,login,E-7083468,,
SC-100282,2023-10-30,email_open,E-1166063,,
SC-100282,2023-10-25,page_view,E-7570725,,
SC-100282,2023-09-10,page_view,E-8018661,,
SC-100282,2023-12-10,login,E-7450576,,
SC-100282,2023-12-09,order,E-1787100,58.83,
SC-100282,2023-09-11,login,E-1063494,,
SC-100282,2023-11-23,login,E-9335528,,
SC-100282,2023-11-24,login,E-2136751,,
SC-100282,2024-01-13,page_view,E-2111957,,
SC-100282,2023-10-08,page_view,E-1411600,,
SC-100283,2023-09-26,login,E-2111023,,
SC-100283,2023-08-12,page_view,E-7782875,,
SC-100283,2023-06-30,login,E-2617467,,
SC-100283,2023-06-27,login,E-4235236,,
SC-100283,2023-04-28,login,E-5469236,,
SC-100283,2023-04-28,email_open,E-7813749,,
SC-100283,2023-11-09,login,E-6804508,,
SC-100283,2023-07-13,page_view,E-2541453,,
SC-100283,2023-10-20,page_view,E-5552593,,
SC-100283,2023-04-11,order,E-6369269,35.45,
SC-100283,2022-08-27,page_view,E-1800205,,
SC-100283,2022-10-30,page_view,E-5084091,,
SC-100283,2023-08-15,page_view,E-3610115,,
SC-100283,2023-07-15,login,E-6020384,,
SC-100283,2023-05-20,page_view,E-4624043,,
SC-100283,2022-10-31,email_open,E-2860550,,
SC-100283,2023-11-20,page_view,E-8451890,,
SC-100283,2024-01-02,order,E-9310377,48.81,
SC-100283,2022-10-16,page_view,E-5994223,,
SC-100283,2023-11-09,page_view,E-7205347,,
SC-100283,2023-07-23,login,E-2621364,,
SC-100283,2023-05-28,login,E-8376772,,
SC-100283,2023-02-18,login,E-9013210,,
SC-100283,2023-07-24,order,E-7231414,44.56,
SC-100283,2023-02-17,login,E-6707893,,
SC-100283,2022-08-12,login,E-9170053,,
SC-100283,2022-07-31,page_view,E-6250982,,
SC-100283,2022-08-17,page_view,E-2248269,,
SC-100283,2022-08-02,login,E-9968077,,
SC-100283,2022-05-19,page_view,E-2698123,,
SC-100283,2023-06-28,login,E-2712005,,
SC-100283,2022-08-17,support_ticket,E-5464715,,other
SC-100283,2023-09-23,page_view,E-4042815,,
SC-100283,2023-11-11,page_view,E-6497379,,
SC-100283,2022-08-13,login,E-6748404,,
SC-100283,2023-07-31,login,E-9636706,,
SC-100283,2023-09-30,order,E-8967762,41.95,
SC-100283,2023-12-19,login,E-9176707,,
SC-100283,2022-06-05,support_ticket,E-1299579,,account
SC-100283,2023-02-23,email_open,E-5290241,,
SC-100283,2023-07-07,page_view,E-7350965,,
SC-100283,2022-12-05,login,E-6984516,,
SC-100283,2022-12-17,order,E-8648883,26.0,
SC-100283,2023-08-11,support_ticket,E-5537671,,other
SC-100283,2023-11-18,page_view,E-6468831,,
SC-100283,2023-05-28,login,E-4688914,,
SC-100283,2022-08-28,support_ticket,E-4356759,,other
SC-100283,2022-11-19,support_ticket,E-8243465,,product
SC-100283,2023-08-26,page_view,E-6960730,,
SC-100283,2022-09-07,login,E-7937675,,
SC-100283,2023-04-27,login,E-1619606,,
SC-100283,2023-08-21,page_view,E-6778774,,
SC-100283,2023-06-29,support_ticket,E-1644990,,other
SC-100283,2023-06-12,page_view,E-6611482,,
SC-100283,2022-05-10,login,E-6567821,,
SC-100283,2023-05-21,login,E-2132937,,
SC-100283,2022-12-18,page_view,E-4137830,,
SC-100283,2023-10-04,login,E-3227986,,
SC-100283,2023-02-17,page_view,E-3284008,,
SC-100283,2023-02-01,page_view,E-4095473,,
SC-100283,2023-01-28,page_view,E-4233196,,
SC-100283,2023-03-13,page_view,E-6731140,,
SC-100283,2023-07-01,page_view,E-8536231,,
SC-100283,2023-01-05,page_view,E-2047122,,
SC-100283,2022-05-07,page_view,E-9101339,,
SC-100283,2023-07-01,login,E-8202396,,
SC-100283,2022-06-05,email_open,E-6899363,,
SC-100283,2022-05-18,page_view,E-8245409,,
SC-100283,2022-05-29,support_ticket,E-9626768,,account
SC-100283,2022-10-07,login,E-1265700,,
SC-100283,2023-05-21,login,E-6958543,,
SC-100283,2023-10-16,login,E-9294747,,
SC-100283,2024-01-07,email_open,E-7182728,,
SC-100283,2023-03-24,email_open,E-7701279,,
SC-100283,2023-04-11,page_view,E-6591760,,
SC-100283,2022-10-24,page_view,E-9856344,,
SC-100283,2023-12-09,login,E-4715433,,
SC-100283,2023-07-17,login,E-5455039,,
SC-100283,2023-01-05,login,E-1185205,,
SC-100283,2023-11-23,page_view,E-9632759,,
SC-100283,2023-06-07,login,E-2129452,,
SC-100283,2022-11-16,login,E-2616380,,
SC-100283,2023-06-09,page_view,E-6045297,,
SC-100283,2022-06-24,email_open,E-5763382,,
SC-100283,2023-12-15,page_view,E-1190898,,
SC-100283,2023-07-16,login,E-3043712,,
SC-100283,2022-09-11,order,E-2509238,24.52,
SC-100283,2023-06-06,order,E-4579584,51.97,
SC-100283,2022-10-27,email_open,E-9619181,,
SC-100283,2023-06-19,page_view,E-7426806,,
SC-100284,2023-10-02,login,E-9501360,,
SC-100284,2023-11-22,support_ticket,E-6708533,,product
SC-100284,2023-08-22,login,E-9685611,,
SC-100284,2023-11-01,support_ticket,E-8633994,,product
SC-100284,2023-09-10,order,E-6539548,33.99,
SC-100284,2023-08-07,page_view,E-5248553,,
SC-100284,2024-01-10,order,E-8439946,39.92,
SC-100284,2023-08-14,login,E-7724795,,
SC-100284,2023-11-19,order,E-7980606,29.44,
SC-100284,2023-08-12,page_view,E-6310069,,
SC-100284,2023-12-21,email_open,E-3218644,,
SC-100284,2023-12-07,login,E-9958126,,
SC-100284,2023-10-21,page_view,E-6923066,,
SC-100284,2023-12-20,page_view,E-7871871,,
SC-100284,2023-09-17,page_view,E-8761135,,
SC-100284,2023-12-01,order,E-7273781,29.76,
SC-100284,2023-08-22,login,E-2797763,,
SC-100284,2023-10-03,login,E-1098943,,
SC-100284,2023-09-03,login,E-3445146,,
SC-100284,2023-08-05,support_ticket,E-3713926,,product
SC-100284,2023-08-05,login,E-3326234,,
SC-100284,2023-07-19,email_open,E-9033364,,
SC-100284,2023-11-01,page_view,E-2401645,,
SC-100284,2023-07-15,order,E-6061011,23.8,
SC-100284,2023-12-20,login,E-3988904,,
SC-100284,2023-12-11,email_open,E-5065796,,
SC-100284,2023-08-21,support_ticket,E-5375658,,account
SC-100284,2023-07-20,order,E-2641114,22.92,
SC-100284,2023-12-18,login,E-5130462,,
SC-100284,2024-01-10,page_view,E-7885533,,
SC-100284,2023-11-29,page_view,E-9969574,,
SC-100284,2023-08-02,email_open,E-9879295,,
SC-100285,2023-09-30,order,E-1151057,81.71,
SC-100285,2023-08-12,page_view,E-9709953,,
SC-100285,2023-05-13,page_view,E-7578931,,
SC-100285,2023-11-13,email_open,E-1652991,,
SC-100285,2023-11-10,login,E-5987773,,
SC-100285,2023-06-09,page_view,E-9591698,,
SC-100285,2024-01-13,login,E-2935958,,
SC-100285,2023-08-31,page_view,E-5203803,,
SC-100285,2023-10-16,page_view,E-2794657,,
SC-100285,2023-10-15,page_view,E-1573876,,
SC-100285,2023-11-22,login,E-4127919,,
SC-100285,2023-08-06,login,E-2754124,,
SC-100285,2023-06-23,login,E-9478621,,
SC-100285,2023-07-07,login,E-3463960,,
SC-100285,2023-10-21,page_view,E-1588172,,
SC-100285,2023-12-22,login,E-3522414,,
SC-100285,2023-07-02,login,E-2785854,,
SC-100285,2023-07-22,login,E-1715646,,
SC-100285,2023-06-25,login,E-4685156,,
SC-100285,2023-09-21,page_view,E-8195049,,
SC-100285,2023-12-08,email_open,E-9496784,,
SC-100285,2023-07-08,email_open,E-6413876,,
SC-100285,2023-11-08,page_view,E-7842441,,
SC-100285,2023-11-22,support_ticket,E-2753226,,account
SC-100285,2023-11-29,order,E-5757816,46.32,
SC-100285,2023-11-24,login,E-2178785,,
SC-100285,2023-08-11,order,E-1276563,70.46,
SC-100285,2023-11-20,login,E-8654483,,
SC-100285,2023-07-12,order,E-5694384,32.1,
SC-100285,2023-10-22,login,E-4156650,,
SC-100285,2023-05-20,page_view,E-4786284,,
SC-100285,2023-07-16,order,E-9007040,56.74,
SC-100285,2023-05-28,email_open,E-4936776,,
SC-100285,2024-01-01,page_view,E-1097560,,
SC-100285,2023-06-12,page_view,E-6533311,,
SC-100285,2023-10-14,login,E-6014294,,
SC-100285,2023-05-12,page_view,E-8716607,,
SC-100285,2023-10-17,login,E-4412799,,
SC-100285,2024-01-14,order,E-3821119,46.57,
SC-100285,2023-10-02,login,E-6451937,,
SC-100285,2023-12-14,email_open,E-9266818,,
SC-100285,2023-06-02,login,E-9851543,,
SC-100285,2023-06-04,login,E-1552524,,
SC-100286,2023-07-16,email_open,E-9719854,,
SC-100286,2023-09-24,page_view,E-9218609,,
SC-100286,2023-01-24,support_ticket,E-1419012,,account
SC-100286,2023-01-16,login,E-2093315,,
SC-100286,2023-02-03,order,E-3132476,56.34,
SC-100286,2023-04-16,page_view,E-3010788,,
SC-100286,2023-04-06,email_open,E-8037858,,
SC-100286,2023-02-23,order,E-5389595,45.7,
SC-100286,2023-01-09,page_view,E-4051220,,
SC-100286,2023-01-01,login,E-8966684,,
SC-100286,2023-08-03,page_view,E-7026218,,
SC-100286,2023-05-27,page_view,E-3751094,,
SC-100286,2023-03-09,page_view,E-7005818,,
SC-100286,2023-06-11,login,E-9406604,,
SC-100286,2023-01-13,login,E-9450824,,
SC-100286,2023-08-01,support_ticket,E-1034270,,shipping
SC-100286,2024-01-04,login,E-9896275,,
SC-100286,2022-12-04,email_open,E-4902406,,
SC-100286,2023-06-22,page_view,E-2371032,,
SC-100286,2022-12-30,login,E-4872430,,
SC-100286,2023-07-30,login,E-4740919,,
SC-100286,2023-10-09,page_view,E-6841579,,
SC-100286,2023-01-01,email_open,E-1809014,,
SC-100286,2023-03-10,login,E-7469322,,
SC-100286,2023-11-09,page_view,E-4587233,,
SC-100286,2023-06-25,login,E-9946269,,
SC-100286,2023-06-03,login,E-5788797,,
SC-100286,2023-05-02,email_open,E-1551217,,
SC-100286,2023-10-13,login,E-5582884,,
SC-100286,2023-07-11,order,E-6717039,32.78,
SC-100286,2024-01-10,order,E-5303712,47.73,
SC-100286,2023-02-13,page_view,E-5502623,,
SC-100286,2023-02-23,login,E-2990370,,
SC-100286,2023-04-24,login,E-8878478,,
SC-100286,2022-11-28,page_view,E-5241903,,
SC-100286,2023-02-22,email_open,E-4989488,,
SC-100286,2023-10-26,login,E-4989170,,
SC-100286,2023-09-09,login,E-8820205,,
SC-100286,2023-10-12,email_open,E-1942543,,
SC-100286,2023-09-29,email_open,E-8386954,,
SC-100286,2022-12-09,order,E-4968014,27.03,
SC-100286,2023-01-22,login,E-2214062,,
SC-100286,2023-05-17,page_view,E-6827000,,
SC-100286,2023-05-19,support_ticket,E-6960919,,product
SC-100286,2023-07-28,login,E-2050757,,
SC-100286,2023-10-03,login,E-6932536,,
SC-100286,2023-09-26,page_view,E-1745734,,
SC-100286,2023-08-29,email_open,E-2069962,,
SC-100286,2022-11-25,login,E-1484198,,
SC-100287,2023-08-02,login,E-9775239,,
SC-100287,2023-11-03,page_view,E-9081123,,
SC-100287,2023-12-29,login,E-3810102,,
SC-100287,2023-08-27,email_open,E-8672380,,
SC-100287,2023-07-24,page_view,E-2487123,,
SC-100287,2023-08-11,login,E-7793775,,
SC-100287,2023-11-25,email_open,E-5415046,,
SC-100287,2023-06-30,login,E-9394655,,
SC-100287,2023-11-07,email_open,E-4873764,,
SC-100287,2023-06-28,login,E-1348969,,
SC-100287,2023-11-02,page_view,E-8800346,,
SC-100287,2023-11-01,login,E-7800189,,
SC-100287,2024-01-03,login,E-7663283,,
SC-100287,2023-08-01,login,E-9843285,,
SC-100287,2023-08-17,page_view,E-5631630,,
SC-100287,2023-09-24,login,E-5260471,,
SC-100287,2023-07-22,page_view,E-2416077,,
SC-100287,2023-08-17,order,E-1977698,54.2,
SC-100287,2023-06-30,page_view,E-9291031,,
SC-100287,2023-09-14,login,E-7103956,,
SC-100287,2023-07-28,page_view,E-3533902,,
SC-100287,2023-08-18,login,E-1095588,,
SC-100287,2023-07-14,page_view,E-6916478,,
SC-100287,2023-12-26,login,E-9080999,,
SC-100287,2023-12-17,login,E-5011195,,
SC-100287,2023-07-25,login,E-4460696,,
SC-100287,2023-08-30,login,E-7922513,,
SC-100287,2023-09-01,page_view,E-2107169,,
SC-100287,2023-10-24,email_open,E-9496487,,
SC-100287,2023-08-13,page_view,E-6315394,,
SC-100288,2023-04-10,login,E-4046159,,
SC-100288,2023-08-19,login,E-6176854,,
SC-100288,2023-12-01,email_open,E-4370545,,
SC-100288,2023-07-22,login,E-1322603,,
SC-100288,2023-10-19,login,E-5618037,,
SC-100288,2023-11-02,email_open,E-9800288,,
SC-100288,2023-10-03,login,E-9473080,,
SC-100288,2023-11-11,page_view,E-5062874,,
SC-100288,2023-09-14,email_open,E-3740181,,
SC-100288,2023-05-31,order,E-4850460,20.52,
SC-100288,2023-06-30,login,E-9747666,,
SC-100288,2023-05-21,page_view,E-5769412,,
SC-100288,2023-06-03,login,E-1132293,,
SC-100288,2023-07-15,order,E-5223005,28.24,
SC-100288,2023-09-11,email_open,E-9743163,,
SC-100288,2023-04-15,page_view,E-1309005,,
SC-100288,2023-12-17,login,E-2289684,,
SC-100288,2023-12-19,page_view,E-9626016,,
SC-100288,2023-07-31,order,E-5986252,69.5,
SC-100288,2023-05-17,login,E-6286178,,
SC-100288,2023-06-07,email_open,E-2857261,,
SC-100288,2023-10-29,page_view,E-9625916,,
SC-100288,2023-10-01,login,E-9916795,,
SC-100288,2023-10-08,support_ticket,E-2995625,,account
SC-100288,2023-09-26,login,E-8231170,,
SC-100288,2023-12-24,login,E-7930306,,
SC-100288,2023-07-11,email_open,E-7452880,,
SC-100288,2023-08-04,page_view,E-3477899,,
SC-100288,2024-01-06,email_open,E-2722968,,
SC-100288,2023-04-18,support_ticket,E-9947340,,shipping
SC-100288,2023-12-29,email_open,E-7401573,,
SC-100288,2023-09-06,login,E-3419824,,
SC-100288,2023-09-29,login,E-6889928,,
SC-100288,2023-06-04,page_view,E-4974804,,
SC-100288,2023-12-09,login,E-1674899,,
SC-100288,2023-08-21,email_open,E-7462668,,
SC-100288,2023-09-01,page_view,E-6100504,,
SC-100288,2024-01-11,page_view,E-1324701,,
SC-100288,2023-03-26,page_view,E-1156107,,
SC-100288,2023-10-10,login,E-2608200,,
SC-100288,2023-05-18,order,E-4850893,55.04,
SC-100288,2023-03-11,login,E-5809667,,
SC-100288,2023-11-10,page_view,E-1658435,,
SC-100288,2023-07-01,login,E-7909584,,
SC-100288,2023-12-19,page_view,E-6127358,,
SC-100288,2023-09-19,page_view,E-7356901,,
SC-100288,2023-07-22,login,E-8839478,,
SC-100288,2023-12-28,email_open,E-3927122,,
SC-100288,2023-11-20,support_ticket,E-1847061,,shipping
SC-100288,2023-08-21,page_view,E-1991088,,
SC-100288,2023-09-13,email_open,E-7320503,,
SC-100288,2023-03-09,page_view,E-5050009,,
SC-100288,2023-04-21,page_view,E-3320134,,
SC-100288,2023-05-25,login,E-8889354,,
SC-100289,2022-11-27,page_view,E-2946041,,
SC-100289,2023-03-16,login,E-7973283,,
SC-100289,2022-07-10,order,E-3491932,73.29,
SC-100289,2023-01-02,page_view,E-7816679,,
SC-100289,2022-09-09,email_open,E-7765349,,
SC-100289,2022-03-16,login,E-1316956,,
SC-100289,2022-08-09,page_view,E-8602644,,
SC-100289,2023-11-04,page_view,E-2320657,,
SC-100289,2023-01-16,login,E-6987560,,
SC-100289,2023-01-16,order,E-1357094,33.4,
SC-100289,2022-05-29,email_open,E-8599709,,
SC-100289,2022-11-18,page_view,E-9021340,,
SC-100289,2022-05-06,page_view,E-1196397,,
SC-100289,2022-01-10,login,E-9900298,,
SC-100289,2022-11-23,login,E-9103829,,
SC-100289,2023-12-06,page_view,E-4698287,,
SC-100289,2022-01-12,order,E-3628100,25.54,
SC-100289,2024-01-05,login,E-1433844,,
SC-100289,2022-12-03,page_view,E-3993602,,
SC-100289,2022-08-07,email_open,E-4128753,,
SC-100289,2023-04-22,support_ticket,E-6382057,,product
SC-100289,2023-08-05,login,E-4815268,,
SC-100289,2022-11-26,page_view,E-3800579,,
SC-100289,2022-08-27,login,E-5119103,,
SC-100289,2023-07-30,login,E-2372258,,
SC-100289,2022-03-09,page_view,E-5661648,,
SC-100289,2023-01-30,page_view,E-9961749,,
SC-100289,2022-10-18,login,E-1257609,,
SC-100289,2023-09-09,page_view,E-1881825,,
SC-100289,2022-08-06,login,E-5421250,,
SC-100289,2023-06-24,order,E-6195260,25.11,
SC-100289,2022-08-11,login,E-9441607,,
SC-100289,2022-04-16,page_view,E-7833968,,
SC-100289,2023-07-29,page_view,E-4660800,,
SC-100289,2022-10-12,order,E-5128181,56.33,
SC-100289,2024-01-04,page_view,E-1378354,,
SC-100289,2023-09-15,page_view,E-9224693,,
SC-100289,2023-11-19,login,E-3315856,,
SC-100289,2022-03-18,page_view,E-9645036,,
SC-100289,2023-08-11,login,E-6100556,,
SC-100289,2023-10-24,page_view,E-6815450,,
SC-100289,2023-03-08,login,E-3446209,,
SC-100289,2023-11-30,page_view,E-2036146,,
SC-100289,2023-03-22,page_view,E-1441020,,
SC-100289,2022-11-22,page_view,E-3216196,,
SC-100289,2022-11-24,email_open,E-5665275,,
SC-100289,2022-07-22,email_open,E-2745261,,
SC-100289,2022-07-21,order,E-4673907,138.16,
SC-100289,2022-02-20,login,E-6944357,,
SC-100289,2023-05-21,login,E-3394197,,
SC-100289,2023-05-26,login,E-5734576,,
SC-100289,2022-02-17,login,E-2429140,,
SC-100289,2022-10-09,page_view,E-7011297,,
SC-100289,2023-03-08,page_view,E-3778739,,
SC-100289,2022-05-03,order,E-2191646,59.74,
SC-100289,2022-05-08,login,E-5767282,,
SC-100289,2023-04-09,login,E-7159742,,
SC-100289,2022-06-25,page_view,E-7513178,,
SC-100289,2023-09-08,page_view,E-7305126,,
SC-100289,2022-12-01,login,E-3084478,,
SC-100289,2023-08-29,page_view,E-1874225,,
SC-100289,2023-01-28,order,E-1428420,103.1,
SC-100289,2022-08-31,page_view,E-3790407,,
SC-100289,2023-08-14,login,E-6986164,,
SC-100289,2022-01-22,support_ticket,E-7075134,,shipping
SC-100289,2022-10-19,order,E-7441182,54.59,
SC-100289,2022-01-19,page_view,E-3996549,,
SC-100289,2023-10-22,page_view,E-6858689,,
SC-100289,2023-08-13,email_open,E-6423723,,
SC-100289,2022-01-05,login,E-7006120,,
SC-100289,2023-04-18,email_open,E-9053831,,
SC-100289,2022-10-19,login,E-2296276,,
SC-100289,2022-05-15,page_view,E-9353089,,
SC-100289,2023-02-17,page_view,E-7556317,,
SC-100289,2022-02-07,login,E-6149653,,
SC-100289,2023-07-01,order,E-9217116,45.33,
SC-100289,2023-06-25,login,E-7331239,,
SC-100289,2022-02-10,login,E-8337751,,
SC-100289,2022-12-12,email_open,E-5399913,,
SC-100289,2023-10-23,login,E-5819246,,
SC-100289,2022-01-17,login,E-1016134,,
SC-100289,2022-03-13,page_view,E-1063198,,
SC-100289,2023-04-27,page_view,E-7205384,,
SC-100289,2022-04-08,login,E-2137329,,
SC-100289,2023-03-02,page_view,E-5573635,,
SC-100289,2024-01-11,page_view,E-5622784,,
SC-100289,2022-11-05,login,E-7414867,,
SC-100289,2022-10-09,page_view,E-4334418,,
SC-100289,2022-11-21,login,E-1749143,,
SC-100289,2022-12-21,order,E-5158121,35.3,
SC-100289,2023-02-14,email_open,E-2893960,,
SC-100289,2022-03-23,email_open,E-9745222,,
SC-100289,2023-07-24,login,E-5177025,,
SC-100289,2022-11-17,login,E-9447645,,
SC-100289,2023-05-21,page_view,E-2740993,,
SC-100289,2023-09-20,login,E-3262707,,
SC-100289,2022-02-18,login,E-8419171,,
SC-100289,2023-02-07,login,E-1355566,,
SC-100289,2022-11-02,support_ticket,E-8177978,,shipping
SC-100289,2023-12-15,page_view,E-6297139,,
SC-100290,2023-06-04,email_open,E-8024033,,
SC-100290,2023-06-24,order,E-3164997,21.6,
SC-100290,2023-12-23,email_open,E-5444288,,
SC-100290,2023-09-08,page_view,E-9636622,,
SC-100290,2022-12-16,page_view,E-9514215,,
SC-100290,2023-12-20,login,E-8093743,,
SC-100290,2023-04-24,login,E-2941978,,
SC-100290,2023-08-27,order,E-9067960,77.54,
SC-100290,2022-12-06,login,E-6700657,,
SC-100290,2022-10-29,page_view,E-7157796,,
SC-100290,2023-02-06,page_view,E-5029938,,
SC-100290,2022-11-08,order,E-9187267,29.22,
SC-100290,2023-12-11,email_open,E-1627632,,
SC-100290,2022-10-20,login,E-8867280,,
SC-100290,2022-12-25,page_view,E-8618407,,
SC-100290,2022-12-07,page_view,E-7753916,,
SC-100290,2023-03-29,order,E-7219147,45.56,
SC-100290,2023-12-30,page_view,E-7488425,,
SC-100290,2023-10-02,page_view,E-2971673,,
SC-100290,2023-10-20,login,E-3213826,,
SC-100290,2023-05-26,login,E-9131794,,
SC-100290,2023-02-07,login,E-1803444,,
SC-100290,2023-01-10,login,E-3378665,,
SC-100290,2022-11-29,page_view,E-5582241,,
SC-100290,2023-01-20,page_view,E-9009341,,
SC-100290,2023-10-20,page_view,E-2877731,,
SC-100290,2023-12-04,page_view,E-9540851,,
SC-100290,2023-04-21,order,E-6304321,45.27,
SC-100290,2023-12-06,support_ticket,E-6150211,,shipping
SC-100290,2023-07-17,page_view,E-2360993,,
SC-100290,2022-10-17,login,E-6241133,,
SC-100290,2023-10-02,login,E-6695246,,
SC-100290,2024-01-02,login,E-9878063,,
SC-100290,2022-11-10,login,E-8812017,,
SC-100290,2023-02-24,page_view,E-6696532,,
SC-100290,2024-01-10,login,E-1919882,,
SC-100290,2023-11-20,login,E-4336396,,
SC-100290,2022-11-06,login,E-3878995,,
SC-100290,2022-12-10,login,E-4304065,,
SC-100290,2022-11-08,login,E-1767584,,
SC-100290,2023-03-19,page_view,E-3868060,,
SC-100290,2022-11-22,login,E-5369694,,
SC-100290,2023-02-27,order,E-4737877,57.44,
SC-100290,2023-04-01,page_view,E-1667578,,
SC-100290,2023-10-02,order,E-8813597,79.16,
SC-100290,2023-08-24,page_view,E-9066337,,
SC-100290,2023-11-24,page_view,E-4010612,,
SC-100290,2023-12-04,email_open,E-4297329,,
