customer_id,signup_date,snapshot_date,plan_type,plan_price,city,tenure_months,tenure_days,logins_last_7d,logins_last_30d,logins_per_month_avg,orders_total,orders_last_30d,avg_order_value,total_spend,support_tickets_total,support_tickets_last_30d,items_skipped_total,items_skipped_last_3_boxes,nps_score,days_since_last_login,days_since_last_order,churn_30d,churn_date,cancel_reason
SC-101422,2022-09-19,2024-01-15,premium,49.99,Philadelphia,16.1,483,1,2,6,69,2,31.88,2199.67,0,1,1,0,,3,6,0,,
SC-101423,2023-08-09,2024-01-15,family,79.99,San Antonio,5.3,159,0,2,2,6,0,27.41,164.48,1,0,1,2,2.0,32,99,1,2024-01-21,quality_issues
SC-101424,2024-01-09,2024-01-15,premium,49.99,Portland,0.2,6,0,4,3,0,1,53.19,0.0,0,1,0,1,1.0,6,6,1,2024-01-30,not_using
SC-101425,2022-06-30,2024-01-15,premium,49.99,Los Angeles,18.8,564,1,1,3,19,1,55.2,1048.87,11,3,2,0,6.0,12,53,1,2024-01-29,too_expensive
SC-101426,2023-12-19,2024-01-15,premium,49.99,Chicago,0.9,27,0,1,0,0,0,63.64,0.0,1,0,0,0,,4,4,0,,
SC-101427,2023-10-04,2024-01-15,premium,49.99,Los Angeles,3.4,103,0,4,3,3,1,26.65,79.96,0,1,0,0,5.0,0,12,0,,
SC-101428,2023-12-09,2024-01-15,basic,29.99,San Antonio,1.2,37,3,6,6,1,1,37.03,37.03,0,1,1,0,10.0,3,26,0,,
SC-101429,2023-07-12,2024-01-15,basic,29.99,Austin,6.2,187,1,5,6,5,0,57.04,285.18,1,0,0,0,9.0,7,27,0,,
SC-101430,2023-02-03,2024-01-15,basic,29.99,Dallas,11.5,346,0,1,1,10,0,19.32,193.18,10,4,3,0,4.0,7,125,1,2024-01-23,too_expensive
SC-101431,2023-11-28,2024-01-15,premium,49.99,Los Angeles,1.6,48,0,2,4,1,1,41.25,41.25,0,0,1,0,4.0,15,0,0,,
SC-101432,2023-12-05,2024-01-15,basic,29.99,Philadelphia,1.4,41,4,15,10,1,0,32.01,32.01,0,0,0,0,8.0,1,22,0,,
SC-101433,2023-05-26,2024-01-15,premium,49.99,Seattle,7.8,234,1,3,0,8,1,34.37,274.93,2,0,0,0,10.0,4,18,0,,
SC-101434,2023-07-07,2024-01-15,basic,29.99,Philadelphia,6.4,192,1,4,4,10,0,58.22,582.2,1,1,0,0,10.0,3,16,0,,
SC-101435,2023-01-17,2024-01-15,basic,29.99,Los Angeles,12.1,363,2,6,6,13,0,81.05,1053.66,3,0,2,0,10.0,0,47,0,,
SC-101436,2023-06-15,2024-01-15,family,79.99,Chicago,7.1,214,0,1,1,7,0,61.68,431.73,7,1,0,0,8.0,8,40,1,2024-02-03,quality_issues
SC-101437,2022-01-01,2024-01-15,family,79.99,New York,24.8,744,0,4,6,75,0,61.19,4589.24,2,1,1,0,8.0,0,7,0,,
SC-101438,2023-11-23,2024-01-15,basic,29.99,San Jose,1.8,53,3,5,11,3,4,48.4,145.21,0,0,0,0,5.0,0,2,0,,
SC-101439,2023-08-11,2024-01-15,family,79.99,Denver,5.2,157,0,3,7,5,1,29.77,148.87,0,0,0,0,,7,47,0,,
SC-101440,2023-08-30,2024-01-15,basic,29.99,Los Angeles,4.6,138,1,3,1,5,1,43.8,219.02,0,0,0,1,7.0,4,21,0,,
SC-101441,2022-01-01,2024-01-15,premium,49.99,San Jose,24.8,744,0,1,1,23,0,51.71,1189.26,13,1,5,0,1.0,23,45,1,2024-01-23,found_alternative
SC-101442,2022-08-29,2024-01-15,basic,29.99,San Jose,16.8,504,1,5,7,19,1,60.12,1142.19,2,0,0,1,8.0,38,4,0,,
SC-101443,2023-11-24,2024-01-15,basic,29.99,Chicago,1.7,52,0,5,2,1,1,78.63,78.63,0,0,0,0,,10,38,0,,
SC-101444,2023-12-18,2024-01-15,family,79.99,Phoenix,0.9,28,0,0,5,0,0,72.32,0.0,0,0,0,1,6.0,2,18,0,,
SC-101445,2022-01-15,2024-01-15,premium,49.99,Austin,24.3,730,0,6,6,59,1,35.04,2067.61,3,2,2,0,8.0,29,31,0,,
SC-101446,2022-01-01,2024-01-15,family,79.99,Los Angeles,24.8,744,2,1,5,59,0,33.84,1996.39,3,0,5,0,7.0,4,30,0,,
SC-101447,2023-07-09,2024-01-15,family,79.99,Houston,6.3,190,0,7,10,5,3,43.7,218.51,1,0,0,1,,7,37,0,,
SC-101448,2022-09-12,2024-01-15,basic,29.99,Portland,16.3,490,1,2,3,15,1,26.59,398.87,7,0,0,0,1.0,29,27,1,2024-02-08,not_using
SC-101449,2023-10-03,2024-01-15,basic,29.99,Austin,3.5,104,3,6,2,3,1,48.02,144.07,1,2,0,0,10.0,13,16,0,,
SC-101450,2023-11-19,2024-01-15,basic,29.99,Philadelphia,1.9,57,0,6,6,1,0,27.58,27.58,1,0,0,0,,14,9,0,,
SC-101451,2023-07-21,2024-01-15,family,79.99,Houston,5.9,178,1,5,1,5,0,35.82,179.11,5,0,0,1,1.0,3,29,0,,
SC-101452,2023-01-08,2024-01-15,basic,29.99,Phoenix,12.4,372,0,5,2,12,0,48.8,585.61,2,0,2,0,8.0,2,0,0,,
SC-101453,2022-01-01,2024-01-15,basic,29.99,Portland,24.8,744,2,6,9,28,1,20.09,562.65,4,0,2,0,3.0,11,74,0,,
SC-101454,2022-07-07,2024-01-15,basic,29.99,Seattle,18.6,557,1,5,5,40,1,81.28,3251.04,6,1,0,0,9.0,21,16,0,,
SC-101455,2022-01-01,2024-01-15,basic,29.99,Chicago,24.8,744,1,4,3,20,0,38.72,774.34,8,0,2,0,5.0,12,39,0,,
SC-101456,2023-12-01,2024-01-15,family,79.99,Dallas,1.5,45,1,4,3,1,0,23.4,23.4,1,0,0,0,6.0,8,33,0,,
SC-101457,2023-04-30,2024-01-15,premium,49.99,Houston,8.7,260,1,10,6,7,0,52.59,368.14,0,0,0,0,7.0,4,15,0,,
SC-101458,2023-04-24,2024-01-15,premium,49.99,Boston,8.9,266,0,4,8,7,1,43.4,303.8,0,1,1,0,2.0,3,24,0,,
SC-101459,2022-01-01,2024-01-15,premium,49.99,Los Angeles,24.8,744,1,5,5,22,1,98.41,2164.93,5,0,0,0,,9,15,0,,
SC-101460,2023-10-14,2024-01-15,premium,49.99,San Antonio,3.1,93,0,4,4,7,0,45.36,317.55,0,0,0,0,4.0,9,76,1,2024-01-16,other
SC-101461,2024-01-13,2024-01-15,premium,49.99,Philadelphia,0.1,2,0,3,1,0,1,33.13,0.0,0,0,0,0,4.0,2,2,1,2024-01-19,too_expensive
SC-101462,2022-01-15,2024-01-15,premium,49.99,San Jose,24.3,730,2,7,5,28,0,67.55,1891.46,5,0,0,0,2.0,0,58,0,,
SC-101463,2023-01-19,2024-01-15,premium,49.99,Seattle,12.0,361,0,6,7,14,1,56.68,793.55,7,1,3,1,8.0,5,38,0,,
SC-101464,2022-01-01,2024-01-15,basic,29.99,San Jose,24.8,744,0,8,6,44,2,45.33,1994.49,8,0,1,1,8.0,12,5,0,,
SC-101465,2022-12-22,2024-01-15,premium,49.99,Houston,13.0,389,0,3,2,11,0,85.24,937.59,2,0,0,0,,2,0,0,,
SC-101466,2022-06-11,2024-01-15,basic,29.99,Dallas,19.4,583,0,4,4,22,0,65.32,1437.14,8,0,0,0,4.0,5,63,1,2024-01-29,not_using
SC-101467,2023-07-21,2024-01-15,basic,29.99,Portland,5.9,178,0,0,5,6,0,48.91,293.44,6,0,1,0,7.0,17,178,1,2024-01-16,found_alternative
SC-101468,2023-09-06,2024-01-15,basic,29.99,Boston,4.4,131,5,4,6,10,1,40.78,407.85,0,2,1,0,9.0,11,77,0,,
SC-101469,2024-01-12,2024-01-15,family,79.99,Dallas,0.1,3,0,1,0,0,0,27.85,0.0,0,0,0,0,3.0,2,3,1,2024-01-30,moving
SC-101470,2023-09-27,2024-01-15,basic,29.99,Los Angeles,3.7,110,4,4,4,3,3,45.84,137.52,0,0,0,0,7.0,1,15,0,,
SC-101471,2023-06-08,2024-01-15,premium,49.99,San Antonio,7.4,221,1,12,8,6,1,61.63,369.79,1,1,0,0,9.0,14,1,0,,
SC-101472,2023-07-16,2024-01-15,premium,49.99,San Jose,6.1,183,1,5,3,7,0,55.61,389.27,1,3,2,0,6.0,28,140,0,,
SC-101473,2022-01-01,2024-01-15,basic,29.99,Dallas,24.8,744,0,4,8,29,1,27.79,805.89,3,0,2,0,,8,27,0,,
SC-101474,2022-09-15,2024-01-15,premium,49.99,San Jose,16.2,487,2,4,2,16,1,36.03,576.53,12,0,2,1,1.0,19,68,1,2024-01-26,too_expensive
SC-101475,2022-01-01,2024-01-15,family,79.99,San Antonio,24.8,744,1,6,10,22,1,58.1,1278.17,2,0,1,0,7.0,2,38,0,,
SC-101476,2023-07-20,2024-01-15,premium,49.99,Boston,6.0,179,2,5,4,6,1,41.39,248.32,0,1,2,0,10.0,2,2,0,,
SC-101477,2023-03-19,2024-01-15,basic,29.99,Portland,10.1,302,1,7,10,23,2,41.32,950.46,2,0,1,0,8.0,16,10,0,,
SC-101478,2022-07-27,2024-01-15,premium,49.99,Houston,17.9,537,1,4,4,17,3,48.19,819.27,3,1,3,0,7.0,14,5,0,,
SC-101479,2022-10-15,2024-01-15,basic,29.99,Philadelphia,15.2,457,2,2,5,17,2,19.61,333.44,1,0,3,0,7.0,2,87,0,,
SC-101480,2023-10-25,2024-01-15,basic,29.99,Denver,2.7,82,0,3,4,2,0,33.48,66.96,0,1,0,0,8.0,3,40,0,,
SC-101481,2023-06-23,2024-01-15,basic,29.99,New York,6.9,206,2,1,7,5,1,27.45,137.27,2,1,0,0,10.0,4,10,0,,
SC-101482,2023-12-31,2024-01-15,premium,49.99,San Jose,0.5,15,4,4,5,0,1,38.75,0.0,0,0,0,0,,1,15,1,2024-02-14,moving
SC-101483,2023-01-29,2024-01-15,basic,29.99,Houston,11.7,351,0,2,2,12,0,38.7,464.41,5,0,0,1,4.0,1,70,1,2024-02-01,other
SC-101484,2022-01-01,2024-01-15,premium,49.99,Denver,24.8,744,1,4,4,56,3,54.87,3072.65,6,0,3,0,7.0,3,40,0,,
SC-101485,2022-11-08,2024-01-15,family,79.99,New York,14.4,433,2,4,3,14,0,43.14,603.92,2,1,0,0,8.0,4,8,0,,
SC-101486,2023-04-09,2024-01-15,premium,49.99,New York,9.4,281,0,11,3,20,1,62.65,1252.9,1,0,2,0,7.0,2,15,0,,
SC-101487,2023-08-16,2024-01-15,premium,49.99,Seattle,5.1,152,0,2,5,4,2,26.02,104.06,1,1,1,0,9.0,22,24,0,,
SC-101488,2023-05-23,2024-01-15,premium,49.99,Denver,7.9,237,2,8,6,9,2,49.84,448.54,2,1,1,1,,4,23,0,,
SC-101489,2023-12-02,2024-01-15,premium,49.99,Seattle,1.5,44,0,1,3,1,0,33.09,33.09,0,3,0,0,9.0,6,44,0,,
SC-101490,2024-01-11,2024-01-15,premium,49.99,Los Angeles,0.1,4,3,5,9,0,1,80.6,0.0,0,1,0,0,7.0,4,4,0,,
SC-101491,2022-01-01,2024-01-15,premium,49.99,Dallas,24.8,744,0,5,3,28,1,70.57,1975.94,4,0,1,0,6.0,1,5,0,,
SC-101492,2023-03-20,2024-01-15,premium,49.99,Seattle,10.0,301,2,11,6,20,2,95.92,1918.35,2,0,0,0,8.0,0,4,0,,
SC-101493,2023-11-07,2024-01-15,premium,49.99,Los Angeles,2.3,69,0,6,2,2,0,26.12,52.25,0,0,0,2,1.0,1,4,1,2024-01-29,found_alternative
SC-101494,2023-03-15,2024-01-15,family,79.99,Denver,10.2,306,0,4,6,9,1,46.68,420.14,1,0,1,1,5.0,1,51,0,,
SC-101495,2023-12-09,2024-01-15,family,79.99,Denver,1.2,37,1,4,5,1,0,41.69,41.69,0,0,0,1,10.0,16,4,0,,
SC-101496,2022-01-01,2024-01-15,family,79.99,Seattle,24.8,744,1,6,6,22,2,24.23,533.01,8,0,0,0,,11,20,0,,
SC-101497,2022-09-20,2024-01-15,family,79.99,Chicago,16.1,482,0,2,6,14,2,92.83,1299.62,5,0,1,0,10.0,10,100,0,,
SC-101498,2023-09-14,2024-01-15,premium,49.99,San Jose,4.1,123,1,7,3,3,0,57.0,171.01,4,1,0,0,8.0,0,46,0,,
SC-101499,2023-11-06,2024-01-15,basic,29.99,Seattle,2.3,70,1,9,7,2,0,44.99,89.99,0,1,0,0,10.0,8,21,0,,
SC-101500,2023-09-05,2024-01-15,family,79.99,Phoenix,4.4,132,1,1,3,4,0,91.52,366.1,0,1,0,0,,23,3,0,,
SC-101501,2023-12-26,2024-01-15,premium,49.99,San Diego,0.7,20,1,1,4,0,1,70.86,0.0,0,0,0,1,7.0,5,20,0,,
SC-101502,2024-01-11,2024-01-15,family,79.99,San Diego,0.1,4,2,0,0,0,0,39.36,0.0,0,1,0,1,6.0,4,4,0,,
SC-101503,2023-12-13,2024-01-15,basic,29.99,Phoenix,1.1,33,3,8,2,1,0,91.52,91.52,1,0,0,0,6.0,33,21,0,,
SC-101504,2022-08-09,2024-01-15,premium,49.99,Chicago,17.5,524,2,2,7,17,0,63.43,1078.24,6,0,6,0,5.0,10,26,0,,
SC-101505,2023-10-19,2024-01-15,family,79.99,Los Angeles,2.9,88,1,1,0,3,1,60.97,182.92,0,1,0,0,3.0,60,88,1,2024-01-30,moving
SC-101506,2023-06-25,2024-01-15,premium,49.99,Phoenix,6.8,204,2,7,9,14,3,45.91,642.71,3,0,0,0,9.0,2,15,0,,
SC-101507,2023-11-28,2024-01-15,basic,29.99,Boston,1.6,48,0,1,0,1,0,28.44,28.44,2,1,0,0,5.0,48,48,1,2024-01-20,not_using
SC-101508,2023-01-16,2024-01-15,family,79.99,Austin,12.1,364,2,4,5,27,1,36.87,995.58,0,0,0,0,,1,40,0,,
SC-101509,2023-09-18,2024-01-15,premium,49.99,New York,4.0,119,0,1,4,6,2,15.11,90.67,2,0,0,0,,4,13,0,,
SC-101510,2023-09-12,2024-01-15,basic,29.99,Houston,4.2,125,1,6,6,3,0,37.33,111.98,2,0,1,0,10.0,13,6,0,,
SC-101511,2022-01-01,2024-01-15,premium,49.99,New York,24.8,744,0,2,6,28,1,32.37,906.26,4,0,1,0,5.0,14,10,0,,
SC-101512,2023-04-21,2024-01-15,basic,29.99,Los Angeles,9.0,269,0,1,5,8,1,35.47,283.76,1,0,0,0,3.0,15,89,0,,
SC-101513,2022-01-26,2024-01-15,family,79.99,Chicago,24.0,719,1,4,7,21,2,36.61,768.81,5,0,2,0,6.0,8,26,0,,
SC-101514,2022-03-01,2024-01-15,premium,49.99,Denver,22.8,685,2,6,4,43,0,98.33,4228.0,8,1,3,0,10.0,5,5,0,,
SC-101515,2024-01-05,2024-01-15,basic,29.99,Denver,0.3,10,0,1,0,0,1,36.74,0.0,0,1,0,1,2.0,0,10,1,2024-01-19,too_expensive
SC-101516,2023-09-21,2024-01-15,premium,49.99,San Diego,3.9,116,2,9,5,7,2,86.69,606.83,0,0,1,0,7.0,3,23,0,,
SC-101517,2023-03-16,2024-01-15,basic,29.99,Dallas,10.2,305,0,4,2,9,3,70.68,636.12,1,0,0,0,,0,28,0,,
SC-101518,2023-03-08,2024-01-15,basic,29.99,San Antonio,10.4,313,4,5,5,18,1,49.83,896.97,1,1,0,0,10.0,13,1,0,,
SC-101519,2022-03-14,2024-01-15,premium,49.99,Chicago,22.4,672,1,6,1,37,2,38.0,1405.83,2,1,1,0,9.0,16,12,0,,
SC-101520,2022-01-01,2024-01-15,family,79.99,Dallas,24.8,744,3,2,2,83,0,34.14,2833.58,4,0,1,1,8.0,8,8,0,,
SC-101521,2023-08-12,2024-01-15,basic,29.99,Los Angeles,5.2,156,1,3,5,5,0,66.87,334.37,0,1,0,0,4.0,11,20,0,,
SC-101522,2022-07-17,2024-01-15,basic,29.99,Austin,18.2,547,1,6,6,18,0,46.66,839.96,4,2,0,0,4.0,14,1,0,,
SC-101523,2023-09-16,2024-01-15,premium,49.99,Portland,4.0,121,0,2,1,3,2,41.82,125.47,0,2,1,2,6.0,19,121,1,2024-01-31,found_alternative
SC-101524,2023-10-04,2024-01-15,premium,49.99,Portland,3.4,103,0,2,0,3,0,75.71,227.12,3,2,1,0,,6,103,1,2024-02-03,found_alternative
SC-101525,2023-06-15,2024-01-15,basic,29.99,New York,7.1,214,3,4,6,6,0,49.43,296.61,0,0,0,0,,2,26,0,,
SC-101526,2023-02-17,2024-01-15,basic,29.99,Phoenix,11.1,332,2,6,9,12,2,53.62,643.49,3,1,0,0,10.0,3,8,0,,
SC-101527,2023-09-09,2024-01-15,premium,49.99,Houston,4.3,128,0,1,1,4,0,37.38,149.52,1,0,0,0,1.0,1,17,1,2024-01-27,too_expensive
SC-101528,2022-01-01,2024-01-15,basic,29.99,Austin,24.8,744,1,11,6,28,0,82.69,2315.3,4,0,2,0,10.0,3,1,0,,
SC-101529,2022-01-01,2024-01-15,basic,29.99,San Antonio,24.8,744,2,5,5,21,0,37.96,797.22,4,0,4,1,6.0,0,3,0,,
SC-101530,2023-05-15,2024-01-15,basic,29.99,Austin,8.2,245,1,4,4,8,1,84.98,679.83,1,0,0,1,6.0,4,44,0,,
SC-101531,2024-01-04,2024-01-15,basic,29.99,Philadelphia,0.4,11,1,5,4,0,0,60.2,0.0,0,1,0,0,,4,11,0,,
SC-101532,2023-12-13,2024-01-15,premium,49.99,Dallas,1.1,33,0,0,3,0,1,41.93,0.0,0,1,0,0,,5,33,0,,
SC-101533,2023-01-02,2024-01-15,premium,49.99,Chicago,12.6,378,1,4,5,12,2,56.5,677.95,5,2,0,1,7.0,12,48,1,2024-01-16,not_using
SC-101534,2022-05-27,2024-01-15,basic,29.99,Seattle,19.9,598,2,7,3,18,1,56.92,1024.59,0,0,0,1,,4,26,0,,
SC-101535,2022-01-01,2024-01-15,basic,29.99,Seattle,24.8,744,5,5,4,48,2,31.64,1518.56,3,0,2,0,,5,33,0,,
SC-101536,2024-01-06,2024-01-15,basic,29.99,New York,0.3,9,1,7,7,0,3,26.42,0.0,0,0,0,0,,0,2,0,,
SC-101537,2022-09-10,2024-01-15,basic,29.99,Austin,16.4,492,1,5,11,18,2,33.46,602.22,0,0,0,0,7.0,3,59,0,,
SC-101538,2022-10-02,2024-01-15,premium,49.99,Los Angeles,15.7,470,0,3,9,12,1,59.74,716.91,1,0,2,0,9.0,30,20,0,,
SC-101539,2022-09-11,2024-01-15,premium,49.99,Phoenix,16.4,491,2,8,7,14,0,47.07,659.02,1,2,2,0,8.0,6,32,0,,
SC-101540,2023-11-16,2024-01-15,basic,29.99,Austin,2.0,60,0,3,3,2,0,42.06,84.13,1,0,2,2,7.0,0,59,0,,
SC-101541,2023-11-19,2024-01-15,basic,29.99,Dallas,1.9,57,0,2,2,1,0,55.97,55.97,0,1,0,0,8.0,0,57,0,,
SC-101542,2023-09-17,2024-01-15,premium,49.99,Seattle,4.0,120,3,7,2,7,0,73.81,516.67,0,0,0,0,10.0,4,18,0,,
SC-101543,2022-01-01,2024-01-15,premium,49.99,Dallas,24.8,744,5,8,9,86,2,81.96,7048.43,1,0,3,0,,1,8,0,,
SC-101544,2022-01-01,2024-01-15,premium,49.99,Phoenix,24.8,744,0,5,5,28,1,69.52,1946.46,3,0,0,0,5.0,0,11,0,,
SC-101545,2023-04-23,2024-01-15,family,79.99,Boston,8.9,267,1,8,7,9,1,34.08,306.7,3,0,0,0,8.0,16,13,0,,
SC-101546,2023-12-19,2024-01-15,family,79.99,Los Angeles,0.9,27,2,6,5,1,2,36.95,36.95,0,2,0,0,1.0,8,24,0,,
SC-101547,2022-05-21,2024-01-15,family,79.99,San Diego,20.1,604,1,5,4,17,0,44.61,758.44,2,0,2,0,,1,1,0,,
SC-101548,2023-07-27,2024-01-15,premium,49.99,Portland,5.7,172,0,5,2,6,0,60.4,362.38,2,1,0,0,,19,10,0,,
SC-101549,2023-08-13,2024-01-15,premium,49.99,Portland,5.2,155,2,5,5,5,4,15.49,77.44,1,1,0,0,3.0,6,47,0,,
SC-101550,2022-07-14,2024-01-15,premium,49.99,San Diego,18.3,550,2,5,1,21,1,54.86,1152.06,2,0,2,0,8.0,11,6,0,,
SC-101551,2023-08-05,2024-01-15,basic,29.99,Boston,5.4,163,0,6,2,6,1,53.37,320.2,0,0,0,1,5.0,1,40,0,,
SC-101552,2023-03-07,2024-01-15,premium,49.99,Philadelphia,10.5,314,2,6,7,37,0,35.69,1320.68,2,0,0,0,,9,17,0,,
SC-101553,2023-06-19,2024-01-15,basic,29.99,Austin,7.0,210,0,9,3,8,1,28.48,227.83,1,1,0,0,1.0,11,28,1,2024-01-17,other
SC-101554,2022-11-26,2024-01-15,basic,29.99,San Diego,13.8,415,2,4,4,13,4,41.89,544.52,1,2,2,0,5.0,11,15,0,,
SC-101555,2023-09-09,2024-01-15,premium,49.99,Dallas,4.3,128,1,4,4,4,1,37.66,150.62,1,0,0,0,4.0,4,1,0,,
SC-101556,2023-04-18,2024-01-15,basic,29.99,Philadelphia,9.1,272,1,5,5,14,2,35.27,493.77,2,1,0,0,5.0,5,14,0,,
SC-101557,2022-01-01,2024-01-15,basic,29.99,New York,24.8,744,1,6,8,26,1,25.12,653.05,7,0,2,0,8.0,8,15,0,,
SC-101558,2023-08-27,2024-01-15,basic,29.99,San Antonio,4.7,141,2,5,5,4,1,31.04,124.16,0,0,0,0,8.0,1,5,0,,
SC-101559,2022-10-08,2024-01-15,basic,29.99,Denver,15.5,464,0,1,2,13,0,37.96,493.42,4,0,1,0,,2,13,0,,
SC-101560,2023-07-15,2024-01-15,family,79.99,Boston,6.1,184,0,6,3,5,1,45.91,229.57,3,2,0,0,1.0,2,8,0,,
SC-101561,2023-12-08,2024-01-15,family,79.99,San Diego,1.3,38,2,3,3,1,0,53.9,53.9,2,1,0,0,5.0,0,10,1,2024-01-18,too_expensive
SC-101562,2023-12-16,2024-01-15,premium,49.99,Seattle,1.0,30,6,7,6,1,7,56.67,56.67,0,2,0,0,10.0,1,3,0,,
SC-101563,2023-05-18,2024-01-15,premium,49.99,Chicago,8.1,242,2,6,2,9,1,47.4,426.56,2,0,0,0,9.0,13,28,0,,
SC-101564,2022-01-01,2024-01-15,basic,29.99,Austin,24.8,744,1,6,1,27,2,50.16,1354.4,10,0,4,0,8.0,22,14,0,,
SC-101565,2022-01-01,2024-01-15,basic,29.99,Chicago,24.8,744,0,6,5,45,1,42.77,1924.49,0,0,5,0,8.0,13,35,0,,
SC-101566,2023-11-07,2024-01-15,basic,29.99,Seattle,2.3,69,1,2,2,2,0,33.01,66.02,0,1,0,1,5.0,14,2,0,,
SC-101567,2022-12-02,2024-01-15,premium,49.99,Austin,13.6,409,5,6,6,25,0,47.98,1199.53,2,1,3,0,7.0,6,6,0,,
SC-101568,2023-10-29,2024-01-15,basic,29.99,Boston,2.6,78,0,1,0,3,0,47.86,143.57,2,1,0,0,1.0,34,78,1,2024-01-24,found_alternative
SC-101569,2023-10-13,2024-01-15,basic,29.99,Denver,3.1,94,2,4,4,2,1,30.19,60.38,1,0,0,0,7.0,3,40,0,,
SC-101570,2022-01-01,2024-01-15,family,79.99,San Antonio,24.8,744,1,3,3,21,1,32.33,678.96,2,0,2,2,9.0,3,4,0,,
SC-101571,2022-06-10,2024-01-15,basic,29.99,Seattle,19.5,584,1,2,7,22,0,27.47,604.33,4,0,1,0,8.0,0,6,0,,
SC-101572,2023-03-16,2024-01-15,family,79.99,Denver,10.2,305,2,2,2,11,0,45.3,498.35,7,1,1,0,8.0,10,88,1,2024-01-24,quality_issues
SC-101573,2023-02-04,2024-01-15,premium,49.99,Denver,11.5,345,1,2,3,10,0,45.38,453.79,0,2,0,1,7.0,4,66,0,,
SC-101574,2023-02-25,2024-01-15,premium,49.99,Dallas,10.8,324,0,2,5,9,2,50.36,453.24,0,1,0,0,1.0,1,22,0,,
SC-101575,2024-01-10,2024-01-15,premium,49.99,New York,0.2,5,3,6,14,0,3,59.54,0.0,0,2,0,0,1.0,0,5,0,,
SC-101576,2022-01-01,2024-01-15,premium,49.99,San Antonio,24.8,744,1,5,4,28,1,113.96,3190.98,0,0,3,0,,5,21,0,,
SC-101577,2022-08-05,2024-01-15,basic,29.99,New York,17.6,528,0,3,6,20,1,42.87,857.48,2,1,4,0,,2,5,0,,
SC-101578,2023-06-26,2024-01-15,premium,49.99,Houston,6.8,203,0,3,7,7,2,74.74,523.19,1,1,0,0,6.0,15,23,0,,
SC-101579,2023-11-08,2024-01-15,family,79.99,Seattle,2.3,68,1,2,7,6,0,67.86,407.13,1,2,0,0,8.0,2,1,0,,
SC-101580,2022-01-01,2024-01-15,basic,29.99,Boston,24.8,744,2,8,8,26,3,48.59,1263.38,4,0,1,1,10.0,6,16,0,,
SC-101581,2022-01-01,2024-01-15,premium,49.99,San Antonio,24.8,744,1,2,6,27,0,26.02,702.59,3,0,2,0,2.0,0,1,0,,
SC-101582,2023-07-01,2024-01-15,premium,49.99,San Diego,6.6,198,1,3,1,6,1,34.72,208.32,0,0,1,0,6.0,14,10,0,,
SC-101583,2022-05-12,2024-01-15,basic,29.99,San Diego,20.4,613,1,3,4,35,1,44.2,1547.09,5,0,0,0,7.0,1,6,0,,
SC-101584,2023-10-23,2024-01-15,premium,49.99,San Antonio,2.8,84,3,5,5,2,0,43.01,86.02,2,0,0,0,8.0,3,16,0,,
SC-101585,2023-06-12,2024-01-15,basic,29.99,Chicago,7.2,217,1,4,4,7,3,29.84,208.89,0,0,0,0,,64,68,0,,
SC-101586,2022-01-01,2024-01-15,premium,49.99,San Antonio,24.8,744,0,8,5,24,3,44.36,1064.55,7,0,1,0,8.0,3,26,0,,
SC-101587,2023-12-22,2024-01-15,basic,29.99,Houston,0.8,24,3,9,10,1,2,39.4,39.4,1,0,0,0,,1,3,0,,
SC-101588,2023-12-20,2024-01-15,premium,49.99,Denver,0.9,26,1,6,4,2,2,23.44,46.89,1,0,0,0,,3,26,0,,
SC-101589,2023-07-13,2024-01-15,family,79.99,Austin,6.2,186,0,1,1,5,0,63.17,315.83,2,1,2,0,4.0,155,1,1,2024-01-26,other
SC-101590,2023-05-24,2024-01-15,premium,49.99,San Antonio,7.9,236,2,4,4,13,0,23.98,311.77,0,0,2,0,7.0,12,31,0,,
SC-101591,2022-01-01,2024-01-15,premium,49.99,Austin,24.8,744,4,10,6,26,0,51.69,1343.96,1,0,3,0,6.0,5,5,0,,
SC-101592,2023-11-23,2024-01-15,family,79.99,San Diego,1.8,53,0,5,3,2,1,31.93,63.85,0,1,1,0,1.0,53,53,1,2024-01-28,quality_issues
SC-101593,2023-04-16,2024-01-15,premium,49.99,Austin,9.1,274,0,4,4,9,0,23.11,208.02,1,0,0,0,7.0,16,23,0,,
SC-101594,2023-11-10,2024-01-15,family,79.99,Los Angeles,2.2,66,1,6,2,2,2,45.29,90.57,0,0,0,0,1.0,7,7,0,,
SC-101595,2023-01-18,2024-01-15,basic,29.99,San Diego,12.1,362,2,5,5,10,1,27.47,274.71,3,1,0,0,,4,44,0,,
SC-101596,2022-01-01,2024-01-15,premium,49.99,Los Angeles,24.8,744,2,2,5,20,2,53.93,1078.53,5,1,4,0,7.0,2,12,0,,
SC-101597,2022-11-17,2024-01-15,premium,49.99,Denver,14.1,424,3,4,4,15,2,15.41,231.2,1,0,2,1,,0,12,0,,
SC-101598,2023-08-09,2024-01-15,basic,29.99,Dallas,5.3,159,0,3,3,4,0,30.84,123.38,0,1,1,0,8.0,4,3,0,,
SC-101599,2022-11-30,2024-01-15,basic,29.99,Portland,13.7,411,2,3,8,36,5,28.74,1034.72,5,1,1,0,,0,17,0,,
SC-101600,2023-07-11,2024-01-15,basic,29.99,Houston,6.3,188,1,7,6,13,3,63.27,822.51,3,0,1,1,6.0,7,11,0,,
